iter	Logloss
567	0.2331475231
568	0.2329655705
569	0.2327851501
570	0.2326692939
571	0.2325620009
572	0.2324998657
573	0.2324007005
574	0.2323468411
575	0.2322083666
576	0.2321170058
577	0.2318146503
578	0.2316842381
579	0.2314900865
580	0.2313805779
581	0.2313314805
582	0.2311636198
583	0.2310323006
584	0.230878898
585	0.2307287223
586	0.2305805341
587	0.2305064447
588	0.2303642708
589	0.2303137659
590	0.2302532546
591	0.2300669567
592	0.2300114296
593	0.2298775836
594	0.2298097714
595	0.2297086897
596	0.2296078128
597	0.2295266283
598	0.2293691244
599	0.2293164321
600	0.2291051524
601	0.2288711401
602	0.2286575633
603	0.2285744284
604	0.2284222944
605	0.2283025402
606	0.2282441244
607	0.2281662486
608	0.228110128
609	0.2279917207
610	0.2277770794
611	0.2275223637
612	0.2273273679
613	0.2271556346
614	0.2269678146
615	0.226934196
616	0.2267283491
617	0.2266832759
618	0.2265549586
619	0.2263981379
620	0.2263669376
621	0.2262956082
622	0.2262181404
623	0.2260056385
624	0.2259920565
625	0.2259167537
626	0.2258354931
627	0.2257032294
628	0.225547505
629	0.2253346374
630	0.2251722279
631	0.2248932734
632	0.2247465295
633	0.2245315485
634	0.2243981449
635	0.2242617339
636	0.2241349145
637	0.2240117314
638	0.223941587
639	0.223903305
640	0.2238498788
641	0.2237481527
642	0.2237057273
643	0.223518371
644	0.2234474488
645	0.2232617603
646	0.223230367
647	0.2231832505
648	0.2231677453
649	0.2230323599
650	0.2228954916
651	0.2227893162
652	0.2226248986
653	0.2223833095
654	0.2222268154
655	0.22219463
656	0.2220544467
657	0.2219688029
658	0.221835036
659	0.221778873
660	0.2216031042
661	0.2215762367
662	0.2215148212
663	0.2214115648
664	0.2211899247
665	0.2209999262
666	0.2209170037
667	0.2208982994
668	0.2208221527
669	0.2206007676
670	0.2204970556
671	0.220367391
672	0.2202550599
673	0.2201434156
674	0.2200472883
675	0.2199076003
676	0.2198364937
677	0.2195114321
678	0.2193839845
679	0.2192110399
680	0.2189242163
681	0.2188700566
682	0.2187425136
683	0.2186949529
684	0.2185806569
685	0.2185409269
686	0.2185041692
687	0.2183870537
688	0.2182636613
689	0.2181916449
690	0.2181291621
691	0.2179663015
692	0.2177804044
693	0.2176631535
694	0.2175067894
695	0.2174691174
696	0.2171702021
697	0.2170348626
698	0.2169998081
699	0.2166894022
700	0.2165200768
701	0.2162672742
702	0.2161706418
703	0.2159618401
704	0.2158487317
705	0.215697412
706	0.215612212
707	0.2155456091
708	0.2154205231
709	0.2151762449
710	0.2151121932
711	0.2149206037
712	0.2146711235
713	0.2146173109
714	0.2144760561
715	0.2142296372
716	0.2140476411
717	0.2138657511
718	0.2138114228
719	0.2137376773
720	0.2136274239
721	0.2134822499
722	0.2133458011
723	0.2132145881
724	0.2130478184
725	0.212998006
726	0.212862676
727	0.2128180224
728	0.2127052682
729	0.2126595385
730	0.2126100177
731	0.2124436362
732	0.2123248625
733	0.212165508
734	0.2120129
735	0.2118934987
736	0.2118568072
737	0.2116762755
738	0.2115501758
739	0.2114089757
740	0.2112476105
741	0.2110841802
742	0.2108981432
743	0.210837303
744	0.2107930175
745	0.2106302185
746	0.2105619661
747	0.2105045092
748	0.2103930769
749	0.2102092504
750	0.2100942321
751	0.2098032261
752	0.209601398
753	0.209482594
754	0.2093581131
755	0.2093200551
756	0.2092634901
757	0.2090849539
758	0.2090095993
759	0.2089025654
760	0.2088311554
761	0.2087854606
762	0.2087546311
763	0.2086037272
764	0.2084780746
765	0.2082386236
766	0.2080670627
767	0.2079462605
768	0.207859865
769	0.2075401454
770	0.2075032438
771	0.2074354662
772	0.207362781
773	0.2072950805
774	0.2072428932
775	0.207074474
776	0.2069790938
777	0.2069317749
778	0.2068419413
779	0.2067847967
780	0.2067018279
781	0.2065864862
782	0.2064586496
783	0.20643327
784	0.2063985392
785	0.2062544819
786	0.2060622317
787	0.2059489613
788	0.2057572959
789	0.2056778282
790	0.2054904878
791	0.2052905869
792	0.2052253614
793	0.2051081229
794	0.2049921606
795	0.2049528912
796	0.2047534509
797	0.2047321545
798	0.2045784251
799	0.2043797756
800	0.2041820814
801	0.2040343611
802	0.2040027785
803	0.2039199564
804	0.2037545606
805	0.203680349
806	0.203621463
807	0.2035207499
808	0.2033559141
809	0.2033241316
810	0.2032971912
811	0.2031553435
812	0.2030937129
813	0.2030099871
814	0.2029432715
815	0.2028916182
816	0.2028607888
817	0.2028300183
818	0.2027796937
819	0.2027395856
820	0.2027098481
821	0.2026919283
822	0.2025893706
823	0.2024294356
824	0.2022847865
825	0.2022504555
826	0.2022027656
827	0.2021227898
828	0.2019973797
829	0.2018619467
830	0.2017406814
831	0.2017101088
832	0.2015800394
833	0.2013844594
834	0.2013202115
835	0.2012465709
836	0.20118582
837	0.2011517379
838	0.2009992005
839	0.2007006527
840	0.2006371286
841	0.200613685
842	0.2005028392
843	0.2004803135
844	0.2004460529
845	0.2003955978
846	0.2003085922
847	0.2001901378
848	0.2000299225
849	0.1999617577
850	0.199911375
851	0.1998530734
852	0.1997109439
853	0.1996995922
854	0.1995731054
855	0.1995299361
856	0.1994382887
857	0.1993738969
858	0.1992425467
859	0.1991613159
860	0.1990440568
861	0.199004178
862	0.1989040077
863	0.1988662365
864	0.1987976561
865	0.1987732927
866	0.1987078835
867	0.1986308392
868	0.1983745613
869	0.1982936845
870	0.198209596
871	0.1981089431
872	0.19802542
873	0.1980137821
874	0.1978543174
875	0.1977966514
876	0.1976595968
877	0.1975806173
878	0.1974787588
879	0.1974016734
880	0.1973233292
881	0.197251402
882	0.1970977289
883	0.1969740762
884	0.1969203861
885	0.1968137809
886	0.1967444293
887	0.1966317818
888	0.19662082
889	0.1965578608
890	0.1965076107
891	0.1963930036
892	0.1962023469
893	0.196092226
894	0.196008776
895	0.1959870097
896	0.1959376045
897	0.1958605939
898	0.1958259078
899	0.1957907824
900	0.1957652926
901	0.195535729
902	0.1954578712
903	0.1953705001
904	0.1952794038
905	0.1952444321
906	0.1951767022
907	0.1951092951
908	0.195051667
909	0.1949428986
910	0.1948867388
911	0.1947934951
912	0.1946455541
913	0.1946306904
914	0.1944801867
915	0.1943539126
916	0.1943148777
917	0.1941989224
918	0.19415171
919	0.194108737
920	0.1939447135
921	0.1938662326
922	0.1937321819
923	0.193525119
924	0.1934002148
925	0.193355478
926	0.1932754505
927	0.1931852345
928	0.1929946821
929	0.1929638456
930	0.1928949204
931	0.1928363389
932	0.192677072
933	0.1924696024
934	0.1924058218
935	0.1923202645
936	0.1922525566
937	0.1921708607
938	0.1920820427
939	0.1920307772
940	0.1919180263
941	0.1918656366
942	0.1917816647
943	0.1917332507
944	0.1916761245
945	0.191604373
946	0.1912790834
947	0.1912101846
948	0.191191168
949	0.1911039157
950	0.1910277072
951	0.1909551753
952	0.1906821652
953	0.1905185859
954	0.1903703461
955	0.1903112389
956	0.190248505
957	0.190140221
958	0.1899689659
959	0.1898137894
960	0.1896573774
961	0.1895800911
962	0.1894565632
963	0.1894155728
964	0.1893090079
965	0.1891810741
966	0.1890966664
967	0.1890127566
968	0.1889456332
969	0.1888242166
970	0.1886378958
971	0.1885974431
972	0.1885071553
973	0.188386692
974	0.1882816171
975	0.1882059401
976	0.188162282
977	0.1881164728
978	0.1879821855
979	0.1879323896
980	0.1878272928
981	0.1878056822
982	0.1877082602
983	0.187653111
984	0.1875632468
985	0.1874614019
986	0.1873535113
987	0.1872964599
988	0.1871894943
989	0.1871188164
990	0.18708229
991	0.1870575307
992	0.1869658767
993	0.1868979748
994	0.1868156226
995	0.1866620687
996	0.1866010364
997	0.1864713414
998	0.1864122026
999	0.1863397037
